"","id"
"5705603",1.112528e+18
"5705604",1.093572e+18
"5705605",1.135018e+18
"5705616",1.134702e+18
"5705627",1.180432e+18
"5705638",1.134357e+18
"5705649",1.13526e+18
"5705660",1.137204e+18
"5705661",1.097785e+18
"5705662",1.154045e+18
"5705664",1.104537e+18
"5705665",1.085761e+18
"5705666",1.203571e+18
"5705668",1.180993e+18
"5705670",1.203297e+18
"5705672",1.195768e+18
"5705674",1.202946e+18
"5705676",1.150068e+18
"5705678",1.201056e+18
"5705682",1.19844e+18
"5705686",1.203244e+18
"5705688",1.199983e+18
"5705690",1.09085e+18
"5705692",1.201836e+18
"5705694",1.183986e+18
"5705696",1.201299e+18
"5705698",1.197258e+18
"5705699",1.197614e+18
"5705701",1.094999e+18
"5705702",1.116154e+18
"5705703",1.154289e+18
"5705704",1.116533e+18
"5705705",1.116701e+18
"5705706",1.191172e+18
"5705707",1.187882e+18
"5705708",1.081137e+18
"5705710",1.091617e+18
"5705712",1.172426e+18
"5705719",1.091399e+18
"5705726",1.094159e+18
"5705734",1.180652e+18
"5705735",1.202176e+18
"5705736",1.151019e+18
"5705737",1.211384e+18
"5705738",1.096038e+18
"5705739",1.09603e+18
"5705740",1.197582e+18
"5705742",1.197562e+18
"5705744",1.093252e+18
"5705748",1.09321e+18
"5705752",1.131737e+18
"5705753",1.092177e+18
"5705754",1.17096e+18
"5705755",1.094657e+18
"5705756",1.198416e+18
"5705757",1.189544e+18
"5705758",1.207497e+18
"5705759",1.134246e+18
"5705760",1.199341e+18
"5705761",1.095053e+18
"5705762",1.194847e+18
"5705764",1.087294e+18
"5705765",1.116661e+18
"5705768",1.116529e+18
"5705769",1.199037e+18
"5705770",1.15408e+18
"5705771",1.143482e+18
"5705773",1.154028e+18
"5705774",1.093129e+18
"5705775",1.093906e+18
"5705781",1.199758e+18
"5705783",1.094198e+18
"5705787",1.093907e+18
"5705791",1.094033e+18
"5705809",1.094277e+18
"5705825",1.114944e+18
"5705833",1.093977e+18
"5705841",1.097181e+18
"5705849",1.095468e+18
"5705857",1.153983e+18
"5705865",1.181984e+18
"5705873",1.096191e+18
"5705881",1.108671e+18
"5705889",1.09401e+18
"5705897",1.195766e+18
"5705905",1.12097e+18
"5705907",1.094258e+18
"5705908",1.176873e+18
"5705909",1.182663e+18
"5705910",1.137065e+18
"5705911",1.134565e+18
"5705912",1.091354e+18
"5705914",1.09415e+18
"5705918",1.093917e+18
"5705919",1.189825e+18
"5705920",1.177262e+18
"5705921",1.088941e+18
"5705922",1.081326e+18
"5705923",1.134428e+18
"5705925",1.091609e+18
"5705926",1.094885e+18
"5705927",1.206702e+18
"5705928",1.08633e+18
"5705929",1.177662e+18
"5705930",1.09144e+18
"5705931",1.116695e+18
"5705932",1.113089e+18
"5705933",1.113416e+18
"5705934",1.152244e+18
"5705935",1.11829e+18
"5705936",1.082752e+18
"5705937",1.1128e+18
"5705938",1.116424e+18
"5705939",1.093231e+18
"5705941",1.083434e+18
"5705942",1.091409e+18
"5705943",1.097966e+18
"5705944",1.094234e+18
"5705945",1.152591e+18
"5705947",1.089896e+18
"5705948",1.112746e+18
"5705949",1.093213e+18
"5705950",1.108809e+18
"5705951",1.094516e+18
"5705953",1.163465e+18
"5705954",1.160953e+18
"5705955",1.160699e+18
"5705957",1.134042e+18
"5705958",1.186954e+18
"5705959",1.116565e+18
"5705963",1.153834e+18
"5705967",1.117153e+18
"5705971",1.111426e+18
"5705975",1.111424e+18
"5705979",1.11143e+18
"5705983",1.116782e+18
"5705987",1.093069e+18
"5705988",1.15447e+18
"5705989",1.137612e+18
"5705990",1.082748e+18
"5705991",1.083012e+18
"5705992",1.095086e+18
"5705993",1.202243e+18
"5705994",1.172207e+18
"5705995",1.200998e+18
"5705996",1.105791e+18
"5705998",1.130769e+18
"5705999",1.103725e+18
"5706000",1.098226e+18
"5706001",1.186566e+18
"5706002",1.117729e+18
"5706003",1.138555e+18
"5706004",1.16487e+18
"5706005",1.153349e+18
"5706007",1.126058e+18
"5706009",1.126078e+18
"5706011",1.094264e+18
"5706013",1.154462e+18
"5706014",1.081079e+18
"5706016",1.088638e+18
"5706019",1.101771e+18
"5706021",1.118172e+18
"5706023",1.190627e+18
"5706024",1.095089e+18
"5706025",1.13458e+18
"5706027",1.154803e+18
"5706028",1.093287e+18
"5706029",1.157246e+18
"5706030",1.138475e+18
"5706031",1.137337e+18
"5706032",1.160852e+18
"5706033",1.188583e+18
"5706035",1.182952e+18
"5706037",1.093939e+18
"5706038",1.094549e+18
"5706039",1.091436e+18
"5706040",1.182066e+18
"5706041",1.093914e+18
"5706042",1.199723e+18
"5706045",1.135171e+18
"5706047",1.203331e+18
"5706048",1.108634e+18
"5706049",1.093053e+18
"5706050",1.089782e+18
"5706051",1.151738e+18
"5706052",1.137074e+18
"5706053",1.188179e+18
"5706054",1.19904e+18
"5706055",1.199049e+18
"5706058",1.167547e+18
"5706059",1.206179e+18
"5706060",1.085956e+18
